user_id,age,sex,last_month_salary
4212,65,M,
4213,47,F,
4214,44,M,2350
4215,65,M,7800
4216,55,F,3000
4217,44,M,5500
4218,86,F,
4219,58,F,2355
4220,31,M,4000
4221,65,F,15833
4222,45,M,4200
4223,74,M,4675
4224,76,F,1666
4225,29,M,3000
4226,62,F,8300
4227,41,M,3750
4228,31,M,3000
4229,61,M,5000
4230,77,F,3541
4231,61,M,5344
4232,51,M,2600
4233,25,F,3000
4234,70,M,5835
4235,34,M,5100
4236,68,F,5000
4237,51,M,9800
4238,50,F,2052
4239,72,F,
4240,63,M,5200
4241,60,F,7166
4242,64,M,13160
4243,51,M,7950
4244,45,F,3300
4245,24,M,800
4246,56,F,
4247,50,M,5500
4248,48,M,3750
4249,39,M,5700
4250,59,F,8400
4251,30,M,2791
4252,66,M,3859
4253,34,F,3300
4254,32,M,7593
4255,80,M,5000
4256,39,F,
4257,37,M,
4258,29,F,2600
4259,70,F,
4260,66,M,
4261,43,F,3100
4262,31,M,
4263,63,M,5396
4264,81,F,9000
4265,50,M,8500
4266,28,F,3466
4267,26,M,3180
4268,61,M,11083
4269,27,M,1528
4270,56,F,6000
4271,39,M,3500
4272,67,M,
4273,50,F,5519
4274,60,M,2500
4275,29,M,1400
4276,37,F,5061
4277,65,M,5000
4278,81,F,8100
4279,62,F,4100
4280,41,M,3600
4281,46,F,4616
4282,42,M,11750
4283,46,M,9400
4284,72,F,2986
4285,62,M,6600
4286,77,F,
4287,82,M,5500
4288,67,M,11499
4289,41,M,6159
4290,53,F,
4291,24,M,1500
4292,55,M,6416
4293,37,F,2728
4294,44,M,15000
4295,34,M,2800
4296,79,F,1666
4297,45,M,4394
4298,44,F,5000
4299,47,F,2250
4300,38,M,11230
4301,54,F,20000
4302,40,M,4000
4303,72,M,
4304,48,F,5616
4305,70,M,
4306,50,F,9875
4307,57,M,
4308,52,M,
4309,65,M,0
4310,82,F,9600
4311,31,M,1
4312,53,M,9642
4313,51,F,3075
4314,53,M,
4315,62,M,
4316,60,F,11000
4317,37,M,6500
4318,62,F,4652
4319,33,F,4680
4320,61,M,
4321,46,F,8750
4322,53,M,5366
4323,63,M,4350
4324,33,F,500
4325,83,M,3833
4326,38,F,7125
4327,39,M,4388
4328,35,M,6500
4329,74,M,4250
4330,49,F,4698
4331,62,M,10106
4332,43,M,631
4333,36,F,
4334,35,M,
4335,39,M,3592
4336,46,F,5500
4337,32,M,3640
4338,35,F,3200
4339,81,F,
4340,36,M,3689
4341,23,F,898
4342,61,M,5500
4343,69,M,3876
4344,47,F,11250
4345,62,M,
4346,56,F,2000
4347,66,M,
4348,46,M,
4349,27,M,
4350,46,F,14166
4351,57,M,10015
4352,47,M,16000
4353,51,F,9917
4354,52,M,6750
4355,31,M,4583
4356,35,F,4500
4357,23,M,600
4358,34,F,18421
4359,46,F,6750
4360,81,M,
4361,47,F,450
4362,48,M,5416
4363,42,M,6000
4364,49,F,
4365,47,M,7800
4366,74,F,1351
4367,46,M,4500
4368,30,M,3365
4369,41,M,5757
4370,55,F,10484
4371,51,M,7143
4372,49,M,
4373,77,F,2000
4374,60,M,11000
4375,49,M,
4376,40,F,4770
4377,35,M,7333
4378,48,F,6000
4379,56,F,6875
4380,66,M,
4381,58,F,1089
4382,40,M,6200
4383,62,M,17163
4384,78,F,5416
4385,44,M,6400
4386,48,F,4350
4387,63,M,8137
4388,60,M,7000
4389,58,M,3416
4390,69,F,4400
4391,52,M,3500
4392,58,M,9000
4393,50,F,6640
4394,48,M,5253
4395,28,M,
4396,26,F,3500
4397,60,M,4139
4398,63,F,3483
4399,65,F,
4400,38,M,4750
4401,75,F,3363
4402,96,M,
4403,44,M,4250
4404,69,F,
4405,50,M,7083
4406,42,F,5317
4407,32,M,2500
4408,34,M,2748
4409,37,M,6500
4410,46,F,
4411,68,M,8300
4412,72,M,1200
4413,47,F,4000
4414,39,M,2500
4415,82,M,3500
4416,48,F,
4417,50,M,12801
4418,69,F,5850
4419,35,F,6667
4420,58,M,3000
4421,42,F,7000
4422,60,M,5500
4423,66,M,2504
4424,78,F,4028
4425,38,M,
4426,45,F,3333
4427,51,M,6783
4428,71,M,3000
4429,48,M,7083
4430,62,F,7000
4431,72,M,
4432,50,M,750
4433,32,F,
4434,41,M,2666
4435,57,M,
4436,77,F,16166
4437,42,M,4200
4438,49,F,8120
4439,68,F,5500
4440,45,M,
4441,31,F,4000
4442,50,M,4100
4443,61,M,17499
4444,28,F,6522
4445,67,M,4700
4446,31,F,4220
4447,47,M,9987
4448,54,M,5000
4449,38,M,9626
4450,57,F,7755
4451,67,M,
4452,65,M,
4453,60,F,
4454,34,M,7500
4455,61,M,
4456,28,F,5250
4457,61,M,8999
4458,45,F,5149
4459,32,F,7000
4460,42,M,4250
4461,25,F,1200
4462,31,M,5550
4463,62,M,
4464,45,F,21666
4465,53,M,
4466,41,F,5000
4467,50,M,5615
4468,61,M,8573
4469,37,M,4600
4470,41,F,3704
4471,47,M,7964
4472,60,M,
4473,28,F,1
4474,44,M,
4475,58,M,9502
4476,33,F,5000
4477,45,M,4500
4478,48,F,9863
4479,60,F,10966
4480,52,M,24000
4481,52,F,2000
4482,54,M,
4483,39,M,
4484,72,F,6666
4485,32,M,
4486,57,F,4086
4487,25,M,1825
4488,35,M,3200
4489,53,M,
4490,62,F,5609
4491,52,M,
4492,39,M,
4493,48,F,
4494,49,M,6366
4495,61,M,8536
4496,30,F,3671
4497,26,M,
4498,65,F,2300
4499,60,F,7200
4500,73,M,
4501,41,F,3570
4502,62,M,8500
4503,24,M,1620
4504,58,F,1585
4505,29,M,3744
4506,49,F,8233
4507,70,M,5700
4508,40,M,6937
4509,31,M,
4510,73,F,
4511,45,M,7557
4512,55,M,5333
4513,24,F,897
4514,81,M,23000
4515,72,M,
4516,40,F,3290
4517,52,M,6000
4518,56,F,7416
4519,74,F,
4520,63,M,5647
4521,66,F,4876
4522,38,M,5000
4523,31,M,7801
4524,59,F,
4525,83,M,3103
4526,38,F,4115
4527,38,M,4900
4528,63,M,15559
4529,48,M,2100
4530,77,F,2817
4531,60,M,8638
4532,67,M,4000
4533,68,F,10500
4534,76,M,
4535,47,M,4790
4536,39,F,9701
4537,27,M,1800
4538,31,F,3876
4539,27,F,8600
4540,64,M,6000
4541,39,F,4856
4542,52,M,10500
4543,69,M,3160
4544,40,F,5601
4545,37,M,5000
4546,42,F,5300
4547,41,M,3050
4548,58,M,15417
4549,62,M,
4550,48,F,5422
4551,69,M,5834
4552,43,M,10300
4553,58,F,4662
4554,84,M,260
4555,33,M,2873
4556,38,F,1950
4557,61,M,6640
4558,68,F,5800
4559,49,F,3119
4560,67,M,5666
4561,47,F,8417
4562,42,M,
4563,59,M,
4564,76,F,3450
4565,81,M,2978
4566,47,F,10000
4567,41,M,
4568,46,M,4768
4569,33,M,
4570,75,F,
4571,43,M,9166
4572,49,M,3000
4573,61,F,4933
4574,89,M,5600
4575,79,M,2600
4576,80,F,3939
4577,43,M,5070
4578,60,F,7375
4579,48,F,5025
4580,24,M,3731
4581,41,F,2884
4582,43,M,5601
4583,45,M,7028
4584,48,F,8000
4585,69,M,10746
4586,29,F,1800
4587,51,M,10718
4588,58,M,10174
4589,75,M,5022
4590,40,F,9000
4591,44,M,12000
4592,51,M,5600
4593,47,F,1603
4594,51,M,8416
4595,46,M,15400
4596,52,F,7900
4597,43,M,4624
4598,48,F,
4599,39,F,6900
4600,36,M,16100
4601,71,F,5500
4602,65,M,
4603,50,M,10080
4604,86,F,7500
4605,45,M,8620
4606,53,F,
4607,35,M,8227
4608,80,M,8564
4609,33,M,3958
4610,34,F,
4611,81,M,
4612,48,M,3017
4613,27,F,2916
4614,59,M,2863
4615,49,M,
4616,47,F,3600
4617,53,M,2500
4618,35,F,3201
4619,55,F,4800
4620,46,M,
4621,70,F,4500
4622,40,M,4400
4623,67,M,
4624,51,F,2481
4625,42,M,5933
4626,51,F,
4627,43,M,2800
4628,41,M,
4629,53,M,1833
4630,66,F,
4631,53,M,
4632,37,M,9583
4633,80,F,2740
4634,32,M,9310
4635,41,M,4784
4636,68,F,3166
4637,42,M,14200
4638,38,F,6145
4639,70,F,3028
4640,55,M,2182
4641,42,F,6400
4642,33,M,4000
4643,63,M,6650
4644,44,F,10273
4645,67,M,2917
4646,48,F,2060
4647,72,M,
4648,58,M,11566
4649,64,M,9271
4650,36,F,5000
4651,37,M,5500
4652,59,M,6750
4653,56,F,6500
4654,41,M,2181
4655,51,M,5000
4656,60,F,8750
4657,61,M,15417
4658,83,F,2200
4659,76,F,
4660,68,M,4500
4661,87,F,
4662,31,M,5649
4663,60,M,9800
4664,36,F,2202
4665,52,M,20000
4666,54,F,66400
4667,62,M,29000
4668,80,M,
4669,51,M,8000
4670,48,F,10000
4671,47,M,8300
4672,53,M,6000
4673,27,F,1950
4674,49,M,8750
4675,75,M,3400
4676,47,F,
4677,47,M,17000
4678,65,F,3000
4679,50,F,1500
4680,63,M,8557
4681,57,F,3447
4682,58,M,
4683,49,M,9250
4684,45,F,
4685,44,M,6359
4686,75,F,9000
4687,47,M,
4688,58,M,2900
4689,63,M,4833
4690,69,F,4001
4691,67,M,6533
4692,69,M,
4693,33,F,4500
4694,62,M,8000
4695,54,M,12883
4696,58,F,8583
4697,89,M,4865
4698,37,F,500
4699,57,F,3800
4700,46,M,11063
4701,49,F,10500
4702,43,M,3666
4703,47,M,
4704,82,F,3100
4705,69,M,
4706,67,F,4700
4707,47,M,7200
4708,68,M,2610
4709,36,M,8585
4710,53,F,4600
4711,47,M,5901
4712,65,M,10000
4713,54,F,17100
4714,71,M,11468
4715,62,M,16666
4716,61,F,4937
4717,56,M,
4718,40,F,
4719,63,F,4600
4720,23,M,10000
4721,66,F,7969
4722,88,M,3800
4723,58,M,
4724,23,F,2557
4725,71,M,4972
4726,44,F,7920
4727,60,M,3550
4728,41,M,6500
4729,65,M,8389
4730,55,F,5000
4731,42,M,4230
4732,21,M,550
4733,77,F,1856
4734,43,M,4108
4735,59,M,3700
4736,30,F,7000
4737,52,M,6997
4738,47,F,16566
4739,37,F,7000
4740,59,M,10417
4741,35,F,5500
4742,55,M,16923
4743,33,M,5728
4744,56,F,4041
4745,70,M,
4746,59,F,1431
4747,63,M,5059
4748,45,M,1
4749,35,M,4906
4750,36,F,4530
4751,41,M,10958
4752,45,M,6400
4753,70,F,7576
4754,39,M,6300
4755,55,M,3950
4756,36,F,
4757,41,M,7000
4758,45,F,7846
4759,45,F,
4760,41,M,3300
4761,70,F,4155
4762,45,M,5700
4763,50,M,4171
4764,62,F,
4765,74,M,5558
4766,65,F,3316
4767,57,M,4500
4768,64,M,
4769,36,M,
4770,53,F,7866
4771,39,M,6233
4772,40,M,7500
4773,78,F,
4774,32,M,1
4775,59,M,21080
4776,38,F,15541
4777,91,M,
4778,52,F,
4779,28,F,1850
4780,56,M,0
4781,30,F,5600
4782,49,M,7500
4783,64,M,4032
4784,59,F,9264
4785,33,M,4679
4786,76,F,10000
4787,52,M,11100
4788,39,M,2865
4789,70,M,
4790,49,F,9000
4791,39,M,5775
4792,47,M,6000
4793,34,F,2000
4794,42,M,6000
4795,62,M,
4796,59,F,2600
4797,31,M,
4798,69,F,11500
4799,52,F,6252
4800,53,M,9200
4801,33,F,3169
4802,46,M,6400
4803,52,M,4390
4804,34,F,5800
4805,46,M,11000
4806,40,F,17625
4807,42,M,4000
4808,67,M,4070
4809,60,M,4000
4810,55,F,6000
4811,63,M,19392
4812,46,M,1800
4813,45,F,
4814,82,M,2250
4815,25,M,6280
4816,51,F,6400
4817,63,M,
4818,79,F,3221
4819,29,F,3683
4820,46,M,6166
4821,41,F,2760
4822,45,M,8300
4823,65,M,7840
4824,54,F,2500
4825,39,M,1804
4826,41,F,12400
4827,62,M,14513
4828,53,M,6543
4829,30,M,3300
4830,87,F,7351
4831,54,M,3800
4832,57,M,7000
4833,56,F,3600
4834,53,M,4600
4835,50,M,5760
4836,59,F,4000
4837,45,M,12500
4838,43,F,
4839,43,F,13500
4840,49,M,
4841,82,F,0
4842,23,M,3333
4843,86,M,1900
4844,77,F,3381
4845,84,M,
4846,34,F,4740
4847,25,M,2575
4848,69,M,1006
4849,46,M,8300
4850,37,F,
4851,55,M,2500
4852,74,M,3200
4853,67,F,1500
4854,54,M,5700
4855,70,M,4575
4856,29,F,5150
4857,85,M,
4858,62,F,11866
4859,49,F,5000
4860,30,M,36000
4861,60,F,39642
4862,45,M,
4863,47,M,5417
4864,58,F,3400
4865,52,M,600
4866,55,F,9660
4867,78,M,6400
4868,33,M,
4869,56,M,
4870,53,F,8475
4871,26,M,
4872,66,M,
4873,60,F,9166
4874,76,M,
4875,26,M,
4876,36,F,4000
4877,84,M,
4878,27,F,
4879,59,F,
4880,46,M,10416
4881,61,F,6916
4882,55,M,11000
4883,44,M,6300
4884,31,F,4218
4885,71,M,
4886,46,F,
4887,36,M,2428
4888,46,M,1850
4889,59,M,11500
4890,29,F,1600
4891,59,M,6100
4892,66,M,
4893,47,F,5750
4894,60,M,3733
4895,75,M,5194
4896,37,F,7509
4897,25,M,
4898,25,F,800
4899,62,F,8005
4900,46,M,3200
4901,42,F,3300
4902,40,M,4371
4903,55,M,
4904,61,F,11666
4905,44,M,7560
4906,34,F,
4907,71,M,2300
4908,48,M,3087
4909,45,M,7100
4910,66,F,
4911,26,M,
4912,35,M,8500
4913,65,F,
4914,44,M,6000
4915,78,M,
4916,26,F,1800
4917,50,M,7794
4918,66,F,10833
4919,27,F,
4920,61,M,
4921,61,F,7829
4922,83,M,
4923,61,M,19500
4924,61,F,0
4925,36,M,13167
4926,28,F,2494
4927,84,M,
4928,39,M,7250
4929,36,M,10000
4930,55,F,6150
4931,40,M,1.00E+05
4932,60,M,5000
4933,73,F,4359
4934,56,M,2950
4935,49,M,5400
4936,45,F,10000
4937,55,M,7416
4938,46,F,7090
4939,65,F,1900
4940,44,M,9500
4941,45,F,4000
4942,51,M,7666
4943,45,M,10760
4944,52,F,5000
4945,59,M,4796
4946,62,F,4506
4947,51,M,3380
4948,57,M,10000
4949,36,M,4850
4950,62,F,8533
4951,74,M,
4952,47,M,5833
4953,55,F,9200
4954,41,M,3827
4955,25,M,750
4956,55,F,9658
4957,56,M,3600
4958,44,F,8100
4959,46,F,4700
4960,28,M,2170
4961,57,F,3833
4962,32,M,2584
4963,27,M,2560
4964,41,F,5000
4965,27,M,4683
4966,67,F,4339
4967,34,M,3360
4968,62,M,10500
4969,31,M,5300
4970,63,F,10083
4971,27,M,3400
4972,61,M,
4973,61,F,9091
4974,47,M,3000
4975,55,M,
4976,52,F,3900
4977,44,M,8208
4978,62,F,5833
4979,27,F,3000
4980,59,M,6166
4981,54,F,11000
4982,34,M,4000
4983,27,M,3083
4984,49,F,10500
4985,46,M,3100
4986,78,F,10400
4987,51,M,8333
4988,44,M,11298
4989,60,M,5500
4990,75,F,2522
4991,35,M,9375
4992,74,M,
4993,49,F,7000
4994,47,M,4660
4995,61,M,9204
4996,41,F,2159
4997,33,M,4750
4998,57,F,6166
4999,56,F,2739
5000,82,M,
5001,60,F,
5002,53,M,
5003,42,M,5000
5004,78,F,4707
5005,62,M,15500
5006,49,F,7600
5007,79,M,10500
5008,56,M,7000
5009,42,M,10267
5010,49,F,5054
5011,55,M,6337
5012,59,M,5416
5013,48,F,6395
5014,51,M,3000
5015,29,M,3307
5016,29,F,1450
5017,41,M,8500
5018,41,F,
5019,58,F,2574
5020,44,M,2727
5021,42,F,
5022,87,M,3159
5023,50,M,
5024,62,F,3278
5025,73,M,
5026,50,F,
5027,55,M,850
5028,36,M,4641
5029,60,M,
5030,42,F,6335
5031,42,M,6450
5032,59,M,8879
5033,39,F,
5034,42,M,12417
5035,48,M,3800
5036,59,F,8124
5037,24,M,820
5038,61,F,1666
5039,34,F,1500
5040,61,M,10133
5041,71,F,2000
5042,43,M,50000
5043,40,M,2200
5044,46,F,3526
5045,36,M,8102
5046,32,F,6039
5047,40,M,2166
5048,27,M,567
5049,47,M,6000
5050,63,F,
5051,66,M,
5052,49,M,7725
5053,52,F,12500
5054,59,M,6404
5055,78,M,2811
5056,60,F,5667
5057,44,M,1390
5058,48,F,2787
5059,57,F,4600
5060,36,M,6720
5061,80,F,
5062,74,M,2700
5063,72,M,3460
5064,39,F,5645
5065,55,M,2500
5066,52,F,7980
5067,24,M,0
5068,38,M,4200
5069,64,M,
5070,53,F,
5071,35,M,4060
5072,40,M,
5073,37,F,7166
5074,64,M,9000
5075,66,M,6600
5076,62,F,
5077,75,M,
5078,38,F,6200
5079,60,F,1696
5080,50,M,1400
5081,34,F,7033
5082,72,M,3333
5083,64,M,10000
5084,70,F,7500
5085,38,M,
5086,52,F,6350
5087,47,M,4400
5088,46,M,8633
5089,62,M,
5090,59,F,3510
5091,44,M,6500
5092,37,M,5000
5093,51,F,4450
5094,40,M,7800
5095,41,M,2700
5096,28,F,4000
5097,51,M,15
5098,32,F,5000
5099,48,F,2601
5100,43,M,5250
5101,48,F,2700
5102,57,M,
5103,76,M,500
5104,30,F,5728
5105,38,M,6489
5106,43,F,6157
5107,52,M,5300
5108,46,M,
5109,48,M,4166
5110,41,F,6800
5111,36,M,6500
5112,67,M,
5113,51,F,18833
5114,33,M,5302
5115,28,M,2580
5116,50,F,8250
5117,61,M,3376
5118,59,F,
5119,43,F,8393
5120,34,M,1450
5121,47,F,3165
5122,69,M,8452
5123,43,M,9500
5124,34,F,3500
5125,71,M,
5126,47,F,8000
5127,49,M,3474
5128,27,M,500
5129,80,M,2500
5130,48,F,3869
5131,52,M,5290
5132,55,M,13500
5133,49,F,6200
5134,26,M,1500
5135,54,M,6272
5136,38,F,770
5137,38,M,8750
5138,28,F,2166
5139,64,F,2120
5140,79,M,
5141,54,F,9985
5142,59,M,4300
5143,45,M,5200
5144,64,F,10500
5145,38,M,9280
5146,74,F,
5147,92,M,10500
5148,48,M,
5149,53,M,2750
5150,38,F,3525
5151,41,M,4930
5152,56,M,8400
5153,44,F,10665
5154,64,M,4833
5155,66,M,2701
5156,59,F,
5157,74,M,0
5158,46,F,5700
5159,44,F,11666
5160,56,M,8533
5161,66,F,
5162,52,M,6000
5163,31,M,2375
5164,40,F,5253
5165,43,M,
5166,67,F,11783
5167,60,M,3717
5168,66,M,6600
5169,61,M,1600
5170,50,F,0
5171,46,M,
5172,50,M,7000
5173,25,F,1
5174,82,M,3147
5175,81,M,8333
5176,39,F,2250
5177,36,M,
5178,63,F,5416
5179,65,F,
5180,46,M,2779
5181,31,F,2928
5182,46,M,
5183,49,M,
5184,73,F,1970
5185,65,M,6516
5186,61,F,5400
5187,34,M,3583
5188,47,M,10500
5189,33,M,8314
5190,42,F,2375
5191,38,M,10443
5192,45,M,3400
5193,37,F,5059
5194,46,M,5181
5195,31,M,
5196,57,F,6311
5197,62,M,7000
5198,72,F,
5199,54,F,7500
5200,66,M,5800
5201,62,F,
5202,75,M,
5203,63,M,2080
5204,50,F,6160
5205,62,M,1667
5206,28,F,1345
5207,76,M,13500
5208,35,M,5800
5209,36,M,11883
5210,31,F,
5211,86,M,5001
5212,46,M,
5213,80,F,3750
5214,58,M,
5215,53,M,6583
5216,43,F,3893
5217,56,M,
5218,61,F,2500
5219,60,F,5000
5220,56,M,9333
5221,44,F,
5222,50,M,
5223,52,M,5350
5224,61,F,
5225,55,M,4250
5226,57,F,5813
5227,39,M,4500
5228,57,M,4000
5229,41,M,2100
5230,32,F,5600
5231,38,M,5900
5232,45,M,10583
5233,59,F,4000
5234,65,M,7539
5235,45,M,850
5236,74,F,2200
5237,51,M,
5238,44,F,5500
5239,37,F,5800
5240,62,M,6425
5241,56,F,
5242,36,M,
5243,26,M,
5244,72,F,2344
5245,38,M,
5246,54,F,11827
5247,68,M,9233
5248,48,M,0
5249,64,M,9100
5250,44,F,1900
5251,36,M,3136
5252,44,M,8600
5253,49,F,4166
5254,41,M,6166
5255,55,M,3600
5256,31,F,2800
5257,59,M,
5258,44,F,1900
5259,52,F,6000
5260,51,M,15395
5261,54,F,7200
5262,28,M,
5263,74,M,8037
5264,75,F,
5265,45,M,15300
5266,67,F,
5267,44,M,
5268,38,M,8333
5269,50,M,5500
5270,33,F,2800
5271,65,M,6666
5272,32,M,4362
5273,33,F,
5274,25,M,5500
5275,34,M,
5276,65,F,6250
5277,69,M,1470
5278,30,F,2800
5279,51,F,9250
5280,35,M,4000
5281,30,F,2012
5282,26,M,3000
5283,39,M,8300
5284,59,F,
5285,77,M,2500
5286,29,F,1600
5287,26,M,
5288,81,M,10500
5289,64,M,15880
5290,45,F,5900
5291,53,M,
5292,47,M,5600
5293,31,F,2200
5294,61,M,8350
5295,71,M,
5296,58,F,3333
5297,68,M,1400
5298,51,F,8568
5299,68,F,10986
5300,48,M,4020
5301,62,F,5416
5302,36,M,2200
5303,26,M,2000
5304,76,F,
5305,57,M,
5306,61,F,22000
5307,57,M,23266
5308,37,M,3200
5309,63,M,5303
5310,61,F,17900
5311,62,M,8500
5312,45,M,5200
5313,47,F,12600
5314,48,M,3905
5315,51,M,
5316,60,F,3410
5317,45,M,15416
5318,57,F,6200
5319,59,F,7500
5320,57,M,
5321,52,F,4000
5322,44,M,
5323,24,M,
5324,62,F,8833
5325,27,M,4000
5326,59,F,11000
5327,32,M,4600
5328,54,M,7550
5329,67,M,3250
5330,45,F,7300
5331,37,M,1
5332,78,M,2880
5333,73,F,2804
5334,58,M,
5335,41,M,5150
5336,55,F,
5337,36,M,2000
5338,49,F,5700
5339,48,F,5585
5340,53,M,4754
5341,43,F,7249
5342,66,M,4178
5343,46,M,10677
5344,65,F,7750
5345,56,M,2500
5346,48,F,8666
5347,83,M,5076
5348,37,M,501
5349,45,M,3475
5350,66,F,5900
5351,24,M,1500
5352,35,M,1440
5353,54,F,1929
5354,52,M,4200
5355,42,M,
5356,46,F,7925
5357,61,M,6107
5358,63,F,3885
5359,72,F,5246
5360,42,M,
5361,24,F,
5362,44,M,1833
5363,54,M,
5364,62,F,5636
5365,34,M,5389
5366,31,F,4041
5367,59,M,11850
5368,43,M,
5369,74,M,7100
5370,62,F,35000
5371,63,M,3487
5372,35,M,6000
5373,35,F,4363
5374,65,M,
5375,63,M,
5376,49,F,10500
5377,48,M,7800
5378,40,F,1000
5379,43,F,4600
5380,45,M,11250
5381,21,F,9686
5382,63,M,9033
5383,66,M,7353
5384,27,F,3000
5385,47,M,7900
5386,39,F,9000
5387,50,M,3855
5388,55,M,13833
5389,38,M,5400
5390,34,F,5409
5391,70,M,3022
5392,67,M,6633
5393,33,F,3189
5394,56,M,4566
5395,52,M,
5396,26,F,2500
5397,54,M,1900
5398,63,F,4950
5399,40,F,
5400,60,M,3000
5401,38,F,1000
5402,30,M,2300
5403,29,M,
5404,69,F,1600
5405,71,M,8796
5406,57,F,
5407,43,M,6083
5408,62,M,1500
5409,40,M,6417
5410,60,F,
5411,62,M,7966
5412,33,M,
5413,35,F,6400
5414,47,M,11233
5415,71,M,2019
5416,40,F,6120
5417,68,M,5583
5418,34,F,3200
5419,45,F,
5420,47,M,3211
5421,73,F,8703
5422,48,M,9166
5423,53,M,
5424,26,F,3608
5425,71,M,3000
5426,38,F,7250
5427,31,M,4500
5428,34,M,3000
5429,47,M,3821
5430,68,F,7200
5431,48,M,3683
5432,60,M,
5433,30,F,1680
5434,41,M,12094
5435,67,M,4992
5436,61,F,5300
5437,58,M,10800
5438,48,F,7700
5439,58,F,3450
5440,85,M,2500
5441,71,F,1916
5442,42,M,
5443,69,M,3916
5444,59,F,4928
5445,32,M,5200
5446,29,F,3750
5447,24,M,1560
5448,66,M,1400
5449,48,M,3400
5450,51,F,5800
5451,49,M,
5452,76,M,2257
5453,77,F,
5454,45,M,3331
5455,67,M,
5456,62,F,7499
5457,56,M,6050
5458,42,F,6566
5459,51,F,9000
5460,36,M,5200
5461,66,F,6660
5462,67,M,7167
5463,33,M,10007
5464,27,F,3500
5465,22,M,1500
5466,45,F,4040
5467,71,M,9467
5468,43,M,4208
5469,72,M,2554
5470,42,F,5166
5471,32,M,4583
5472,47,M,8167
5473,72,F,2000
5474,63,M,15821
5475,43,M,12700
5476,40,F,2800
5477,74,M,4166
5478,51,F,7083
5479,33,F,4000
5480,45,M,20000
5481,60,F,13067
5482,47,M,40000
5483,58,M,
5484,53,F,2500
5485,63,M,3000
5486,53,F,1800
5487,26,M,2557
5488,48,M,10866
5489,51,M,2300
5490,70,F,
5491,45,M,6750
5492,46,M,6300
5493,40,F,7500
5494,70,M,6900
5495,62,M,6400
5496,58,F,6500
5497,62,M,
5498,57,F,
5499,49,F,7500
5500,57,M,
5501,47,F,6541
5502,46,M,9700
5503,66,M,
5504,63,F,
5505,49,M,2930
5506,41,F,4525
5507,60,M,4028
5508,46,M,
5509,67,M,5833
5510,87,F,7200
5511,54,M,2749
5512,64,M,7750
5513,23,F,2700
5514,45,M,8070
5515,49,M,11894
5516,54,F,6483
5517,42,M,8160
5518,32,F,2666
5519,28,F,0
5520,56,M,7550
5521,55,F,8500
5522,49,M,
5523,26,M,2917
5524,49,F,
5525,65,M,
5526,58,F,
5527,38,M,
5528,76,M,
5529,71,M,4167
5530,57,F,8955
5531,51,M,13100
5532,39,M,2644
5533,30,F,3240
5534,54,M,4850
5535,52,M,
5536,36,F,2263
5537,27,M,2400
5538,29,F,4833
5539,62,F,5400
5540,42,M,5600
5541,45,F,4000
5542,49,M,5800
5543,67,M,
5544,30,F,
5545,58,M,3600
5546,63,F,14083
5547,40,M,10000
5548,45,M,60000
5549,49,M,10450
5550,50,F,4200
5551,40,M,3000
5552,50,M,
5553,61,F,5000
5554,54,M,8824
5555,46,M,3553
5556,48,F,6000
5557,56,M,3933
5558,23,F,3000
5559,55,F,12166
5560,51,M,5877
5561,43,F,
5562,51,M,12833
5563,48,M,2371
5564,68,F,7670
5565,36,M,2781
5566,45,F,3900
5567,65,M,
5568,77,M,
5569,63,M,14000
5570,26,F,
5571,64,M,8333
5572,56,M,
5573,28,F,2200
5574,30,M,2694
5575,34,M,2973
5576,58,F,5420
5577,58,M,9333
5578,49,F,9158
5579,41,F,
5580,30,M,4166
5581,37,F,8233
5582,40,M,7603
5583,28,M,
5584,59,F,
5585,78,M,12633
5586,55,F,4441
5587,38,M,4000
5588,62,M,
5589,39,M,9945
5590,32,F,595
5591,45,M,8600
5592,54,M,
5593,66,F,7100
5594,53,M,10514
5595,63,M,5058
5596,57,F,11647
5597,50,M,
5598,56,F,9601
5599,60,F,10073
5600,42,M,
5601,64,F,
5602,54,M,3000
5603,37,M,8333
5604,55,F,13470
5605,55,M,13000
5606,56,F,10749
5607,36,M,4583
5608,39,M,8300
5609,70,M,
5610,63,F,5000
5611,28,M,1600
5612,37,M,40150
5613,70,F,5803
5614,51,M,8280
5615,30,M,
5616,82,F,3000
5617,39,M,9000
5618,45,F,12916
5619,28,F,2377
5620,42,M,
5621,32,F,
5622,53,M,2708
5623,32,M,3833
5624,71,F,2322
5625,70,M,6001
5626,40,F,4500
5627,39,M,4340
5628,48,M,4500
5629,64,M,
5630,73,F,8700
5631,69,M,5400
5632,75,M,2043
5633,36,F,13000
5634,48,M,1200
5635,47,M,4300
5636,51,F,4166
5637,60,M,9500
5638,51,F,8600
5639,70,F,4713
5640,31,M,6493
5641,46,F,5284
5642,28,M,6750
5643,61,M,5600
5644,67,F,1971
5645,35,M,5563
5646,62,F,12400
5647,46,M,5800
5648,28,M,1834
5649,55,M,
5650,33,F,2499
5651,27,M,
5652,40,M,3000
5653,46,F,3855
5654,42,M,4700
5655,63,M,15400
5656,50,F,2989
5657,30,M,
5658,39,F,5010
5659,68,F,14250
5660,63,M,2376
5661,46,F,
5662,68,M,3181
5663,46,M,5738
5664,42,F,4400
5665,63,M,9700
5666,55,F,6416
5667,34,M,
5668,55,M,
