user_id,sex,age,age_category,dependents_c,last_month_salary_c
5591,M,45,40-49,4,8600
5592,M,54,50-59,3,7580
5593,F,66,60-69,1,7100
5594,M,53,50-59,0,10514
5595,M,63,60-69,0,5058
5596,F,57,50-59,3,11647
5597,M,50,50-59,0,7580
5598,F,56,50-59,2,9601
5599,F,60,60-69,0,10073
5600,M,42,40-49,0,7489
5601,F,64,60-69,0,7492
5602,M,54,50-59,0,3000
5603,M,37,30-39,3,8333
5604,F,55,50-59,2,13470
5605,M,55,50-59,2,13000
5606,F,56,50-59,1,10749
5607,M,36,30-39,0,4583
5608,M,39,30-39,1,8300
5609,M,70,70-79,0,5598
5610,F,63,60-69,0,5000
5611,M,28,20-29,2,1600
5612,M,37,30-39,0,40150
5613,F,70,70-79,0,5803
5614,M,51,50-59,0,8280
5615,M,30,30-39,1,5499
5616,F,82,80-89,0,3000
5617,M,39,30-39,2,9000
5618,F,45,40-49,2,12916
5619,F,28,20-29,2,2377
5620,M,42,40-49,0,7489
5621,F,32,30-39,1,5499
5622,M,53,50-59,0,2708
5623,M,32,30-39,1,3833
5624,F,71,70-79,0,2322
5625,M,70,70-79,0,6001
5626,F,40,40-49,0,4500
5627,M,39,30-39,1,4340
5628,M,48,40-49,0,4500
5629,M,64,60-69,0,7492
5630,F,73,70-79,1,8700
5631,M,69,60-69,1,5400
5632,M,75,70-79,0,2043
5633,F,36,30-39,0,13000
5634,M,48,40-49,4,1200
5635,M,47,40-49,3,4300
5636,F,51,50-59,0,4166
5637,M,60,60-69,1,9500
5638,F,51,50-59,1,8600
5639,F,70,70-79,0,4713
5640,M,31,30-39,0,6493
5641,F,46,40-49,1,5284
5642,M,28,20-29,1,6750
5643,M,61,60-69,0,5600
5644,F,67,60-69,0,1971
5645,M,35,30-39,0,5563
5646,F,62,60-69,1,12400
5647,M,46,40-49,1,5800
5648,M,28,20-29,1,1834
5649,M,55,50-59,0,7580
5650,F,33,30-39,3,2499
5651,M,27,20-29,0,2905
5652,M,40,40-49,1,3000
5653,F,46,40-49,1,3855
5654,M,42,40-49,4,4700
5655,M,63,60-69,1,15400
5656,F,50,50-59,0,2989
5657,M,30,30-39,0,5499
5658,F,39,30-39,1,5010
5659,F,68,60-69,0,14250
5660,M,63,60-69,0,2376
5661,F,46,40-49,1,7489
5662,M,68,60-69,0,3181
5663,M,46,40-49,2,5738
5664,F,42,40-49,1,4400
5665,M,63,60-69,1,9700
5666,F,55,50-59,1,6416
5667,M,34,30-39,1,5499
5668,M,55,50-59,0,7580
5669,M,63,60-69,1,10416
5670,F,73,70-79,1,6000
5671,M,40,40-49,1,7489
5672,M,38,30-39,2,9178
5673,F,78,70-79,0,2500
5674,M,38,30-39,0,5000
5675,M,70,70-79,0,4277
5676,F,41,40-49,3,17500
5677,M,71,70-79,0,4000
5678,F,33,30-39,0,9000
5679,F,47,40-49,5,20000
5680,M,67,60-69,0,7492
5681,F,37,30-39,0,5583
5682,M,64,60-69,0,3200
5683,M,34,30-39,0,4748
5684,F,66,60-69,0,7492
5685,M,31,30-39,0,5333
5686,F,65,60-69,0,17600
5687,M,23,20-29,0,820
5688,M,44,40-49,0,5000
5689,M,51,50-59,0,7580
5690,F,52,50-59,0,7580
5691,M,53,50-59,2,14250
5692,M,66,60-69,0,10100
5693,F,51,50-59,0,8083
5694,M,61,60-69,0,3700
5695,M,40,40-49,3,14500
5696,F,61,60-69,0,6209
5697,M,57,50-59,2,11667
5698,F,60,60-69,1,6666
5699,F,38,30-39,3,5833
5700,M,36,30-39,1,2100
5701,F,51,50-59,0,6500
5702,M,63,60-69,0,7492
5703,M,36,30-39,1,2946
5704,F,55,50-59,1,10000
5705,M,53,50-59,0,9965
5706,F,60,60-69,0,2300
5707,M,81,80-89,0,5372
5708,M,63,60-69,0,12000
5709,M,38,30-39,0,3312
5710,F,61,60-69,0,4000
5711,M,46,40-49,2,1794
5712,M,63,60-69,0,7492
5713,F,48,40-49,2,9666
5714,M,40,40-49,1,4800
5715,M,46,40-49,0,10000
5716,F,38,30-39,2,1200
5717,M,44,40-49,0,7489
5718,F,55,50-59,3,5301
5719,F,61,60-69,0,8916
5720,M,63,60-69,2,7600
5721,F,66,60-69,2,6416
5722,M,60,60-69,0,9660
5723,M,69,60-69,1,12333
5724,F,45,40-49,0,4333
5725,M,43,40-49,3,6621
5726,F,61,60-69,1,8000
5727,M,54,50-59,2,7580
5728,M,57,50-59,0,4354
5729,M,81,80-89,0,5067
5730,F,63,60-69,0,5833
5731,M,50,50-59,0,7580
5732,M,56,50-59,2,12666
5733,F,69,60-69,0,2327
5734,M,66,60-69,0,5720
5735,M,58,50-59,1,7580
5736,F,62,60-69,0,5425
5737,M,54,50-59,0,4500
5738,F,40,40-49,0,11100
5739,F,45,40-49,0,2000
5740,M,53,50-59,0,2200
5741,F,36,30-39,0,1
5742,M,64,60-69,1,7844
5743,M,36,30-39,1,1400
5744,F,39,30-39,3,9100
5745,M,71,70-79,0,5598
5746,F,48,40-49,2,19275
5747,M,59,50-59,1,8083
5748,M,67,60-69,0,8350
5749,M,52,50-59,1,3541
5750,F,46,40-49,2,8000
5751,M,36,30-39,2,3584
5752,M,78,70-79,0,5598
5753,F,61,60-69,0,7492
5754,M,54,50-59,3,9350
5755,M,60,60-69,0,7495
5756,F,64,60-69,0,2000
5757,M,54,50-59,1,5300
5758,F,67,60-69,0,2600
5759,F,39,30-39,0,3000
5760,M,84,80-89,0,2352
5761,F,54,50-59,0,6094
5762,M,51,50-59,4,20145
5763,M,63,60-69,0,900
5764,F,63,60-69,0,6015
5765,M,46,40-49,0,3000
5766,F,54,50-59,0,3522
5767,M,58,50-59,2,3986
5768,M,57,50-59,0,4375
5769,M,60,60-69,0,2000
5770,F,49,40-49,0,2700
5771,M,53,50-59,0,4800
5772,M,28,20-29,2,3200
5773,F,51,50-59,0,7416
5774,M,36,30-39,1,5085
5775,M,56,50-59,2,3000
5776,F,45,40-49,0,6860
5777,M,33,30-39,0,3037
5778,F,44,40-49,0,7489
5779,F,73,70-79,0,5598
5780,M,41,40-49,2,5700
5781,F,68,60-69,0,13101
5782,M,41,40-49,1,20192
5783,M,26,20-29,0,2905
5784,F,60,60-69,0,7492
5785,M,47,40-49,3,7489
5786,F,44,40-49,3,6000
5787,M,36,30-39,2,1380
5788,M,29,20-29,1,3968
5789,M,34,30-39,0,7666
5790,F,53,50-59,3,9600
5791,M,60,60-69,0,7492
5792,M,52,50-59,1,5598
5793,F,26,20-29,2,1200
5794,M,54,50-59,0,13750
5795,M,52,50-59,0,7833
5796,F,74,70-79,0,5598
5797,M,46,40-49,2,32000
5798,F,59,50-59,0,7580
5799,F,43,40-49,0,7900
5800,M,42,40-49,2,5000
5801,F,55,50-59,0,7475
5802,M,56,50-59,0,4626
5803,M,45,40-49,0,11000
5804,F,69,60-69,0,8300
5805,M,26,20-29,0,1000
5806,F,61,60-69,6,7492
5807,M,60,60-69,0,7492
5808,M,77,70-79,0,0
5809,M,50,50-59,1,5700
5810,F,57,50-59,3,7500
5811,M,51,50-59,3,3866
5812,M,43,40-49,1,8000
5813,F,59,50-59,2,3499
5814,M,40,40-49,2,8666
5815,M,57,50-59,0,5333
5816,F,48,40-49,0,3317
5817,M,51,50-59,3,7580
5818,F,47,40-49,5,12200
5819,F,60,60-69,0,5500
5820,M,27,20-29,0,1470
5821,F,64,60-69,1,5242
5822,M,49,40-49,2,6300
5823,M,29,20-29,0,6700
5824,F,62,60-69,0,7492
5825,M,56,50-59,0,2200
5826,F,48,40-49,0,8500
5827,M,85,80-89,0,6250
5828,M,59,50-59,0,7000
5829,M,44,40-49,0,4167
5830,F,46,40-49,1,2000
5831,M,60,60-69,2,5833
5832,M,63,60-69,0,0
5833,F,56,50-59,0,8263
5834,M,62,60-69,0,6418
5835,M,84,80-89,0,5067
5836,F,57,50-59,3,9750
5837,M,49,40-49,2,9000
5838,F,36,30-39,4,7000
5839,F,61,60-69,0,7492
5840,M,66,60-69,1,4250
5841,F,41,40-49,5,7500
5842,M,55,50-59,0,7580
5843,M,28,20-29,1,3616
5844,F,41,40-49,1,7489
5845,M,80,80-89,1,5001
5846,F,74,70-79,0,15400
5847,M,67,60-69,0,2750
5848,M,55,50-59,0,7580
5849,M,48,40-49,0,2542
5850,F,63,60-69,1,6600
5851,M,30,30-39,0,3280
5852,M,38,30-39,0,5499
5853,F,50,50-59,2,1800
5854,M,51,50-59,0,5200
5855,M,75,70-79,0,6982
5856,F,26,20-29,0,5441
5857,M,37,30-39,0,8650
5858,F,39,30-39,2,4846
5859,F,57,50-59,1,2400
5860,M,60,60-69,0,10400
5861,F,64,60-69,1,4501
5862,M,30,30-39,0,2100
5863,M,57,50-59,1,7472
5864,F,57,50-59,1,6195
5865,M,66,60-69,0,10333
5866,F,61,60-69,0,2396
5867,M,36,30-39,0,2166
5868,M,38,30-39,2,5600
5869,M,31,30-39,0,5499
5870,F,68,60-69,1,3500
5871,M,65,60-69,0,6000
5872,M,42,40-49,1,6916
5873,F,31,30-39,0,3000
5874,M,79,70-79,0,2250
5875,M,53,50-59,1,3000
5876,F,42,40-49,4,536
5877,M,56,50-59,1,10000
5878,F,37,30-39,3,7200
5879,F,44,40-49,0,7750
5880,M,49,40-49,1,9330
5881,F,58,50-59,3,12000
5882,M,48,40-49,0,2626
5883,M,58,50-59,0,7580
5884,F,42,40-49,3,8351
5885,M,62,60-69,0,7492
5886,F,71,70-79,0,5598
5887,M,62,60-69,0,8000
5888,M,66,60-69,0,0
5889,M,60,60-69,0,7492
5890,F,53,50-59,1,7580
5891,M,35,30-39,0,3750
5892,M,50,50-59,2,5100
5893,F,34,30-39,3,8940
5894,M,39,30-39,2,7000
5895,M,64,60-69,0,7492
5896,F,57,50-59,0,910
5897,M,64,60-69,0,7492
5898,F,54,50-59,0,9200
5899,F,55,50-59,0,3881
5900,M,51,50-59,0,7580
5901,F,42,40-49,1,7542
5902,M,55,50-59,0,7580
5903,M,57,50-59,0,5949
5904,F,50,50-59,0,9000
5905,M,72,70-79,0,3000
5906,F,69,60-69,0,4450
5907,M,76,70-79,0,7700
5908,M,62,60-69,1,17500
5909,M,51,50-59,0,7580
5910,F,49,40-49,0,7489
5911,M,45,40-49,0,7489
5912,M,34,30-39,2,3333
5913,F,57,50-59,1,12059
5914,M,72,70-79,0,5000
5915,M,65,60-69,0,7492
5916,F,49,40-49,0,1800
5917,M,50,50-59,5,6306
5918,F,46,40-49,0,7489
5919,F,59,50-59,0,7580
5920,M,56,50-59,0,6300
5921,F,26,20-29,0,7039
5922,M,63,60-69,3,11288
5923,M,54,50-59,0,9000
5924,F,43,40-49,0,7489
5925,M,50,50-59,0,6750
5926,F,39,30-39,0,12000
5927,M,30,30-39,0,1500
5928,M,68,60-69,0,2300
5929,M,52,50-59,0,7580
5930,F,58,50-59,0,11400
5931,M,43,40-49,0,7489
5932,M,56,50-59,1,9100
5933,F,66,60-69,0,3166
5934,M,31,30-39,0,5416
5935,M,53,50-59,0,4495
5936,F,36,30-39,1,7166
5937,M,64,60-69,0,10500
5938,F,56,50-59,0,7580
5939,F,59,50-59,0,58333
5940,M,51,50-59,1,7580
5941,F,56,50-59,0,7580
5942,M,30,30-39,1,9783
5943,M,54,50-59,1,7580
5944,F,65,60-69,0,3310
5945,M,55,50-59,0,4217
5946,F,47,40-49,0,9850
5947,M,51,50-59,3,8000
5948,M,42,40-49,2,7600
5949,M,43,40-49,0,7489
5950,F,44,40-49,3,10250
5951,M,41,40-49,0,2000
5952,M,80,80-89,0,7696
5953,F,64,60-69,0,3000
5954,M,54,50-59,2,5000
5955,M,67,60-69,0,4550
5956,F,24,20-29,0,3000
5957,M,38,30-39,0,5499
5958,F,90,90+,0,2485
5959,F,30,30-39,0,3333
5960,M,66,60-69,2,7492
5961,F,67,60-69,1,7500
5962,M,36,30-39,0,24000
5963,M,34,30-39,0,3305
5964,F,58,50-59,1,5259
5965,M,63,60-69,0,7492
5966,F,63,60-69,0,3809
5967,M,31,30-39,0,2500
5968,M,46,40-49,0,7489
5969,M,73,70-79,0,5598
5970,F,53,50-59,0,1800
5971,M,54,50-59,0,6666
5972,M,59,50-59,0,7580
5973,F,66,60-69,0,3100
5974,M,62,60-69,0,10500
5975,M,49,40-49,1,6666
5976,F,42,40-49,3,8750
5977,M,73,70-79,1,2801
5978,F,26,20-29,2,3401
5979,F,30,30-39,2,6200
5980,M,32,30-39,2,4450
5981,F,49,40-49,0,10465
5982,M,70,70-79,0,5000
5983,M,56,50-59,0,3729
5984,F,88,80-89,0,1800
5985,M,50,50-59,4,8400
5986,F,92,90+,0,4388
5987,M,72,70-79,0,5216
5988,M,52,50-59,0,7580
5989,M,41,40-49,2,13300
5990,F,44,40-49,3,1752
5991,M,27,20-29,0,2250
5992,M,45,40-49,4,11222
5993,F,43,40-49,1,31000
5994,M,66,60-69,0,29166
5995,M,46,40-49,1,6840
5996,F,41,40-49,3,4100
5997,M,54,50-59,0,8333
5998,F,64,60-69,0,3500
5999,F,69,60-69,0,5483
6000,M,57,50-59,0,7580
6001,F,35,30-39,0,3790
6002,M,82,80-89,0,5067
6003,M,51,50-59,0,7500
6004,F,76,70-79,0,5598
6005,M,80,80-89,0,5000
6006,F,31,30-39,0,1496
6007,M,35,30-39,0,7000
6008,M,52,50-59,0,13807
6009,M,33,30-39,0,18450
6010,F,51,50-59,2,4800
6011,M,22,20-29,0,1900
6012,M,36,30-39,1,9316
6013,F,29,20-29,0,1500
6014,M,68,60-69,0,7492
6015,M,33,30-39,2,3100
6016,F,63,60-69,1,6000
6017,M,50,50-59,0,8500
6018,F,45,40-49,1,8300
6019,F,41,40-49,2,7489
6020,M,31,30-39,0,1436
6021,F,25,20-29,1,0
6022,M,45,40-49,0,7489
6023,M,64,60-69,0,7492
6024,F,54,50-59,1,7580
6025,M,40,40-49,3,2499
6026,F,51,50-59,0,6112
6027,M,62,60-69,0,4000
6028,M,38,30-39,2,7000
6029,M,61,60-69,1,8750
6030,F,32,30-39,1,5499
6031,M,76,70-79,1,12000
6032,M,67,60-69,1,7765
6033,F,27,20-29,0,1500
6034,M,49,40-49,0,3880
6035,M,27,20-29,0,1734
6036,F,41,40-49,1,4791
6037,M,54,50-59,0,7666
6038,F,41,40-49,0,10333
6039,F,68,60-69,0,5617
6040,M,62,60-69,1,8293
6041,F,48,40-49,5,9418
6042,M,58,50-59,4,11010
6043,M,30,30-39,0,1900
6044,F,53,50-59,1,5166
6045,M,57,50-59,0,2216
6046,F,68,60-69,0,3400
6047,M,66,60-69,0,5150
6048,M,44,40-49,2,7500
6049,M,85,80-89,0,5067
6050,F,27,20-29,3,7833
6051,M,54,50-59,0,3415
6052,M,44,40-49,2,5250
6053,F,50,50-59,0,4050
6054,M,37,30-39,1,6800
6055,M,49,40-49,1,4500
6056,F,53,50-59,2,3691
6057,M,52,50-59,0,5153
6058,F,62,60-69,2,7000
6059,F,42,40-49,1,4923
6060,M,45,40-49,0,7489
6061,F,25,20-29,0,3300
6062,M,38,30-39,2,11667
6063,M,50,50-59,0,7580
6064,F,38,30-39,0,1500
6065,M,27,20-29,0,1500
6066,F,68,60-69,0,4333
6067,M,64,60-69,0,10833
6068,M,55,50-59,0,10420
6069,M,58,50-59,1,7400
6070,F,66,60-69,0,4100
6071,M,46,40-49,0,8858
6072,M,44,40-49,2,0
6073,F,41,40-49,3,10000
6074,M,71,70-79,0,5598
6075,M,41,40-49,2,2220
6076,F,44,40-49,1,8137
6077,M,63,60-69,0,7492
6078,F,37,30-39,0,5499
6079,F,47,40-49,2,14623
6080,M,72,70-79,0,5200
6081,F,64,60-69,0,7492
6082,M,68,60-69,1,10774
6083,M,46,40-49,2,3900
6084,F,49,40-49,5,10300
6085,M,71,70-79,0,5598
6086,F,41,40-49,0,4033
6087,M,80,80-89,0,5000
6088,M,46,40-49,1,4916
6089,M,58,50-59,0,7580
6090,F,58,50-59,0,7580
6091,M,44,40-49,1,6666
6092,M,42,40-49,2,11000
6093,F,44,40-49,2,12500
6094,M,32,30-39,0,3291
6095,M,64,60-69,0,10500
6096,F,57,50-59,2,4166
6097,M,52,50-59,0,7580
6098,F,46,40-49,0,7489
6099,F,42,40-49,2,8842
6100,M,66,60-69,0,8100
6101,F,74,70-79,0,5700
6102,M,70,70-79,1,2400
6103,M,47,40-49,0,5083
6104,F,61,60-69,0,7492
6105,M,51,50-59,5,5740
6106,F,62,60-69,0,0
6107,M,55,50-59,4,6275
6108,M,54,50-59,0,3000
6109,M,39,30-39,2,5100
6110,F,40,40-49,3,4613
6111,M,52,50-59,2,3000
6112,M,54,50-59,0,2735
6113,F,46,40-49,0,2410
6114,M,28,20-29,0,2217
6115,M,29,20-29,0,2905
6116,F,93,90+,0,4388
6117,M,54,50-59,1,2824
6118,F,54,50-59,0,7580
6119,F,59,50-59,0,21700
6120,M,51,50-59,0,8916
6121,F,78,70-79,0,1000
6122,M,41,40-49,2,5725
6123,M,24,20-29,0,820
6124,F,60,60-69,0,3870
6125,M,75,70-79,0,800
6126,F,61,60-69,0,4513
6127,M,55,50-59,0,7580
6128,M,49,40-49,0,8333
6129,M,55,50-59,1,6400
6130,F,60,60-69,0,9250
6131,M,67,60-69,0,7492
6132,M,31,30-39,0,3000
6133,F,31,30-39,0,0
6134,M,41,40-49,0,4218
6135,M,31,30-39,0,5499
6136,F,54,50-59,3,15000
6137,M,78,70-79,0,3539
6138,F,52,50-59,1,7580
6139,F,46,40-49,3,6016
6140,M,50,50-59,0,3598
6141,F,42,40-49,0,2000
6142,M,83,80-89,0,2732
6143,M,65,60-69,0,7492
6144,F,43,40-49,0,583
6145,M,61,60-69,0,7492
6146,F,61,60-69,0,7492
6147,M,63,60-69,1,7492
6148,M,73,70-79,0,5598
6149,M,38,30-39,4,4424
6150,F,36,30-39,2,8300
6151,M,52,50-59,0,7500
6152,M,40,40-49,2,8800
6153,F,49,40-49,0,5174
6154,M,66,60-69,0,7492
6155,M,75,70-79,0,3624
6156,F,41,40-49,0,7489
6157,M,42,40-49,0,10166
6158,F,53,50-59,0,8500
6159,F,48,40-49,3,12000
6160,M,57,50-59,0,7580
6161,F,46,40-49,0,6416
6162,M,27,20-29,0,4500
6163,M,59,50-59,0,7580
6164,F,56,50-59,0,1833
6165,M,36,30-39,1,8333
6166,F,49,40-49,5,7491
6167,M,59,50-59,0,2617
6168,M,31,30-39,0,6250
6169,M,56,50-59,0,8000
6170,F,49,40-49,2,5700
6171,M,49,40-49,1,5400
6172,M,60,60-69,0,6700
6173,F,56,50-59,1,5250
6174,M,51,50-59,3,3018
6175,M,44,40-49,1,8000
6176,F,27,20-29,0,4800
6177,M,68,60-69,0,7492
6178,F,92,90+,0,10500
6179,F,33,30-39,0,4190
6180,M,44,40-49,2,333
6181,F,71,70-79,1,12500
6182,M,88,80-89,0,3600
6183,M,43,40-49,0,8400
6184,F,40,40-49,1,6176
6185,M,48,40-49,2,18000
6186,F,49,40-49,1,4200
6187,M,41,40-49,2,4807
6188,M,64,60-69,0,7000
6189,M,57,50-59,4,1
6190,F,49,40-49,0,1164
6191,M,31,30-39,2,5420
6192,M,47,40-49,6,10873
6193,F,51,50-59,0,12683
6194,M,40,40-49,2,17400
6195,M,64,60-69,0,6518
6196,F,32,30-39,1,1300
6197,M,41,40-49,2,2380
6198,F,49,40-49,0,7489
6199,F,49,40-49,2,5333
6200,M,73,70-79,0,1500
6201,F,63,60-69,1,11250
6202,M,49,40-49,2,10761
6203,M,47,40-49,2,3065
6204,F,32,30-39,0,8333
6205,M,43,40-49,0,7489
6206,F,31,30-39,0,3681
6207,M,52,50-59,0,5083
6208,M,32,30-39,3,7200
6209,M,29,20-29,3,3800
6210,F,28,20-29,0,3537
6211,M,44,40-49,1,5833
6212,M,63,60-69,0,7492
6213,F,76,70-79,0,1400
6214,M,73,70-79,0,7967
6215,M,80,80-89,0,3000
6216,F,68,60-69,0,6000
6217,M,27,20-29,1,2589
6218,F,48,40-49,0,7489
6219,F,33,30-39,0,2666
6220,M,57,50-59,0,2446
6221,F,38,30-39,1,3835
6222,M,55,50-59,0,38333
6223,M,32,30-39,0,2500
6224,F,29,20-29,0,3900
6225,M,29,20-29,0,7333
6226,F,28,20-29,2,2615
6227,M,53,50-59,0,6816
6228,M,57,50-59,0,7137
6229,M,48,40-49,3,12511
6230,F,48,40-49,2,1200
6231,M,75,70-79,0,3285
6232,M,69,60-69,0,2950
6233,F,39,30-39,1,10333
6234,M,26,20-29,0,1400
6235,M,60,60-69,3,7020
6236,F,62,60-69,0,7492
6237,M,40,40-49,5,10000
6238,F,32,30-39,0,2120
6239,F,42,40-49,2,7175
6240,M,63,60-69,1,7492
6241,F,63,60-69,0,7492
6242,M,80,80-89,0,6002
6243,M,86,80-89,1,4700
6244,F,60,60-69,0,15000
6245,M,49,40-49,1,8241
6246,F,67,60-69,1,27288
6247,M,59,50-59,1,7580
6248,M,43,40-49,2,4000
6249,M,74,70-79,0,1800
6250,F,63,60-69,0,7492
6251,M,41,40-49,2,2905
6252,M,44,40-49,1,3750
6253,F,40,40-49,1,2775
6254,M,41,40-49,1,4500
6255,M,47,40-49,0,3583
6256,F,37,30-39,1,2850
6257,M,56,50-59,1,4596
6258,F,31,30-39,0,700
6259,F,41,40-49,1,10500
6260,M,36,30-39,0,10000
6261,F,36,30-39,0,5499
6262,M,61,60-69,0,4785
6263,M,50,50-59,3,5099
6264,F,33,30-39,2,6000
6265,M,69,60-69,0,12000
6266,F,50,50-59,0,1100
6267,M,24,20-29,0,2557
6268,M,69,60-69,0,7492
6269,M,49,40-49,0,7356
6270,F,61,60-69,0,7683
6271,M,46,40-49,2,10560
6272,M,38,30-39,0,8083
6273,F,50,50-59,1,12491
6274,M,53,50-59,0,7580
6275,M,55,50-59,1,10366
6276,F,54,50-59,1,7580
6277,M,64,60-69,0,7492
6278,F,28,20-29,1,5500
6279,F,62,60-69,1,5740
6280,M,55,50-59,0,7580
6281,F,45,40-49,0,8000
6282,M,73,70-79,0,5000
6283,M,32,30-39,3,4450
6284,F,34,30-39,0,5300
6285,M,62,60-69,1,7000
6286,F,75,70-79,0,5598
6287,M,52,50-59,0,107400
6288,M,50,50-59,0,16600
6289,M,80,80-89,0,1566
6290,F,39,30-39,0,5499
6291,M,56,50-59,0,15000
6292,M,56,50-59,0,7580
6293,F,33,30-39,1,5000
6294,M,44,40-49,4,10000
6295,M,56,50-59,3,6166
6296,F,75,70-79,0,5598
6297,M,76,70-79,0,5500
6298,F,26,20-29,0,2905
6299,F,45,40-49,1,10500
6300,M,54,50-59,0,5887
6301,F,68,60-69,0,2833
6302,M,46,40-49,4,7535
6303,M,57,50-59,1,0
6304,F,47,40-49,0,3997
6305,M,34,30-39,1,4200
6306,F,61,60-69,2,4503
6307,M,30,30-39,0,10000
6308,M,63,60-69,0,1989
6309,M,22,20-29,0,0
6310,F,63,60-69,1,8000
6311,M,44,40-49,0,1300
6312,M,51,50-59,2,10100
6313,F,70,70-79,0,2683
6314,M,76,70-79,1,4082
6315,M,43,40-49,2,4500
6316,F,46,40-49,2,2305
6317,M,37,30-39,2,9166
6318,F,52,50-59,0,10500
6319,F,33,30-39,1,4100
6320,M,64,60-69,0,4100
6321,F,56,50-59,1,3358
6322,M,65,60-69,1,3666
6323,M,45,40-49,2,7489
6324,F,39,30-39,0,5499
6325,M,24,20-29,0,3500
6326,F,47,40-49,3,2500
6327,M,55,50-59,0,9239
6328,M,74,70-79,0,4000
6329,M,23,20-29,0,1641
6330,F,72,70-79,0,600
6331,M,52,50-59,0,13414
6332,M,43,40-49,3,14195
6333,F,44,40-49,2,3500
6334,M,66,60-69,0,7492
6335,M,68,60-69,2,9500
6336,F,74,70-79,1,4538
6337,M,38,30-39,1,3140
6338,F,60,60-69,0,13700
6339,F,51,50-59,1,7783
6340,M,47,40-49,2,3764
6341,F,62,60-69,0,4300
6342,M,39,30-39,0,8916
6343,M,68,60-69,0,5200
6344,F,63,60-69,0,13208
6345,M,62,60-69,2,7492
6346,F,53,50-59,0,5878
6347,M,29,20-29,0,2905
6348,M,69,60-69,0,7500
6349,M,78,70-79,0,3971
6350,F,54,50-59,0,7580
6351,M,25,20-29,0,5394
6352,M,66,60-69,0,4600
6353,F,94,90+,0,2337
6354,M,57,50-59,2,3378
6355,M,65,60-69,0,4583
6356,F,67,60-69,1,5467
6357,M,35,30-39,1,6000
6358,F,72,70-79,0,2600
6359,F,25,20-29,0,1916
6360,M,50,50-59,2,3950
6361,F,36,30-39,0,4500
6362,M,32,30-39,0,5499
6363,M,63,60-69,0,13100
6364,F,50,50-59,2,6666
6365,M,31,30-39,3,4450
6366,F,60,60-69,3,6429
6367,M,56,50-59,0,3523
6368,M,63,60-69,0,4492
6369,M,80,80-89,0,0
6370,F,34,30-39,0,2641
6371,M,63,60-69,0,7492
6372,M,36,30-39,0,5499
6373,F,33,30-39,0,7833
6374,M,58,50-59,0,7580
6375,M,50,50-59,0,5500
6376,F,69,60-69,1,7500
6377,M,59,50-59,1,14666
6378,F,63,60-69,0,7492
6379,F,37,30-39,3,5200
6380,M,59,50-59,2,4333
6381,F,58,50-59,1,21666
6382,M,45,40-49,2,5583
6383,M,60,60-69,0,7492
6384,F,47,40-49,2,2100
6385,M,44,40-49,5,7500
6386,F,57,50-59,2,8446
6387,M,38,30-39,0,16000
6388,M,48,40-49,1,7489
6389,M,64,60-69,0,6300
6390,F,79,70-79,0,5598
6391,M,53,50-59,0,10587
6392,M,77,70-79,0,2200
6393,F,44,40-49,1,11000
6394,M,44,40-49,2,1400
6395,M,36,30-39,0,4984
6396,F,71,70-79,0,5598
6397,M,66,60-69,0,10960
6398,F,62,60-69,0,3200
6399,F,65,60-69,0,4500
6400,M,44,40-49,3,4971
6401,F,68,60-69,0,17833
6402,M,38,30-39,3,6000
6403,M,44,40-49,0,4500
6404,F,27,20-29,0,3613
6405,M,53,50-59,2,7580
6406,F,48,40-49,3,9276
6407,M,31,30-39,0,5499
6408,M,37,30-39,0,1800
6409,M,56,50-59,0,6586
6410,F,47,40-49,3,8500
6411,M,23,20-29,0,1500
6412,M,40,40-49,0,3581
6413,F,89,80-89,0,11000
6414,M,60,60-69,0,8275
6415,M,48,40-49,1,7333
6416,F,53,50-59,2,6400
6417,M,82,80-89,0,5067
6418,F,34,30-39,0,3000
6419,F,66,60-69,2,3684
6420,M,55,50-59,1,6000
6421,F,68,60-69,0,10910
6422,M,41,40-49,4,14116
6423,M,58,50-59,0,7900
6424,F,56,50-59,0,10222
6425,M,41,40-49,0,1800
6426,F,37,30-39,0,4500
6427,M,59,50-59,0,16770
6428,M,93,90+,0,4388
6429,M,49,40-49,5,9333
6430,F,29,20-29,0,2905
6431,M,33,30-39,0,2700
6432,M,30,30-39,0,2476
6433,F,72,70-79,0,1891
6434,M,67,60-69,0,7492
6435,M,45,40-49,1,3700
6436,F,67,60-69,1,9000
6437,M,58,50-59,1,3000
6438,F,61,60-69,0,3500
6439,F,37,30-39,2,20000
6440,M,42,40-49,3,5970
6441,F,71,70-79,0,5000
6442,M,66,60-69,0,4358
6443,M,57,50-59,0,7580
6444,F,43,40-49,0,7489
6445,M,67,60-69,0,2383
6446,F,33,30-39,0,4052
6447,M,46,40-49,1,9441
6448,M,42,40-49,0,5400
6449,M,50,50-59,0,7580
6450,F,68,60-69,0,7492
6451,M,62,60-69,0,5500
6452,M,60,60-69,1,3333
6453,F,47,40-49,2,7400
6454,M,42,40-49,0,4100
6455,M,75,70-79,0,4167
6456,F,90,90+,0,4388
6457,M,48,40-49,1,9358
6458,F,40,40-49,1,7489
6459,F,50,50-59,0,4160
6460,M,62,60-69,0,7333
6461,F,45,40-49,0,4560
6462,M,36,30-39,0,2100
6463,M,79,70-79,0,2625
6464,F,47,40-49,3,1
6465,M,60,60-69,0,4000
